pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
NEW56,html/data149/NEW56.html,contents/data149/NEW56.pdf,"Two Polygons, PP Class 62, [p4,c4,c1], IH Class 55.",p4,https://tilingsearch.mit.edu/HTML/data149/NEW56.html,set3,contents/data149/NEW56.svg
B02,html/data149/B02.html,contents/data149/B02.pdf,"Two Polygons, PP Class 64, [p4,c4,c2], IH Class 61.",p4,https://tilingsearch.mit.edu/HTML/data149/B02.html,set1,contents/data149/B02.svg
B14,html/data149/B14.html,contents/data149/B14.pdf,"Two Polygons, PP Class 33, [pmm,d2,d2], IH Class 72.",pmm,https://tilingsearch.mit.edu/HTML/data149/B14.html,set1,contents/data149/B14.svg
NEW17,html/data149/NEW17.html,contents/data149/NEW17.pdf,"Two Polygons, PP Class 2, [cmm,d2,c1], IH Class 54.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW17.html,set3,contents/data149/NEW17.svg
NEW40,html/data149/NEW40.html,contents/data149/NEW40.pdf,"Two Polygons, PP Class 95, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW40.html,set2,contents/data149/NEW40.svg
NEW83,html/data149/NEW83.html,contents/data149/NEW83.pdf,"Two Polygons, PP Class 120, [p6m,d2,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW83.html,set3,contents/data149/NEW83.svg
NEWG,html/data149/NEWG.html,contents/data149/NEWG.pdf,"Two Polygons, PP Class 76, [p4g,d2,c4], IH Class 63.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEWG.html,set3,contents/data149/NEWG.svg
NEW95,html/data149/NEW95.html,contents/data149/NEW95.pdf,"Two Polygons, PP Class 145, [p6m,d6,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW95.html,set2,contents/data149/NEW95.svg
S52T,html/data149/S52T.html,contents/data149/S52T.pdf,"Figure 2.6.2 (b), Tiling from dissection of |5/2|",cmm,https://tilingsearch.mit.edu/HTML/data149/S52T.html,set3,contents/data149/S52T.svg
H2C34,html/data149/H2C34.html,contents/data149/H2C34.pdf,"Two Polygons, PP Class 70, [p4g,c4,d1], IH Class 29.",p4g,https://tilingsearch.mit.edu/HTML/data149/H2C34.html,set2,contents/data149/H2C34.svg
B18,html/data149/B18.html,contents/data149/B18.pdf,"Two Polygons, PP Class 54, [p3ml,d3,d1], IH Class 35.",p3m1,https://tilingsearch.mit.edu/HTML/data149/B18.html,set1,contents/data149/B18.svg
L255,html/data149/L255.html,contents/data149/L255.pdf,"Two Polygons, PP Class 45, [p3lm,c3,d3], IH Class 18.",p31m,https://tilingsearch.mit.edu/HTML/data149/L255.html,set2,contents/data149/L255.svg
NEW37,html/data149/NEW37.html,contents/data149/NEW37.pdf,"Two Polygons, PP Class 88, [p4m,d4,c1], IH Class 80.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW37.html,set2,contents/data149/NEW37.svg
NEW60,html/data149/NEW60.html,contents/data149/NEW60.pdf,"Two Polygons, PP Class 74, [p4g,d2,c1], IH Class 56.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEW60.html,set2,contents/data149/NEW60.svg
S28A,html/data149/S28A.html,contents/data149/S28A.pdf,"Agra, India",p4,https://tilingsearch.mit.edu/HTML/data149/S28A.html,set3,contents/data149/S28A.svg
NEW99,html/data149/NEW99.html,contents/data149/NEW99.pdf,"Two Polygons, PP Class 46, [p3lm,d3,c1], IH Class 30.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEW99.html,set2,contents/data149/NEW99.svg
NEW76,html/data149/NEW76.html,contents/data149/NEW76.pdf,"Two Polygons, PP Class 111, [p6,c6,c3], IH Class 90.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW76.html,set3,contents/data149/NEW76.svg
NEWK,html/data149/NEWK.html,contents/data149/NEWK.pdf,"Two Polygons, PP Class 91, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEWK.html,set2,contents/data149/NEWK.svg
NEW21,html/data149/NEW21.html,contents/data149/NEW21.pdf,"Two Polygons, PP Class 17, [cmm,d2,d1], IH Class 91.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW21.html,set2,contents/data149/NEW21.svg
NEW20,html/data149/NEW20.html,contents/data149/NEW20.pdf,"Two Polygons, PP Class 6, [cmm,d2,d1], IH Class 78.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW20.html,set3,contents/data149/NEW20.svg
NEW98,html/data149/NEW98.html,contents/data149/NEW98.pdf,"Two Polygons, PP Class 143, [p6m,d6,d1], IH Class 40.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW98.html,set3,contents/data149/NEW98.svg
NEW77,html/data149/NEW77.html,contents/data149/NEW77.pdf,"Two Polygons, PP Class 113, [p6m,d2,c1], IH Class 77.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW77.html,set2,contents/data149/NEW77.svg
NEW61,html/data149/NEW61.html,contents/data149/NEW61.pdf,"Two Polygons, PP Class 75, [p4g,d2,c4], IH Class 56.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEW61.html,set3,contents/data149/NEW61.svg
NEW36,html/data149/NEW36.html,contents/data149/NEW36.pdf,"Two Polygons, PP Class 87, [p4m,d4,c1], IH Class 80.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW36.html,set3,contents/data149/NEW36.svg
B19,html/data149/B19.html,contents/data149/B19.pdf,"Roman mosaic, Naples",p4m,https://tilingsearch.mit.edu/HTML/data149/B19.html,set1,contents/data149/B19.svg
F242E,html/data149/F242E.html,contents/data149/F242E.pdf,"Two Polygons, PP Class 111, [p6,c6,c3], IH Class 90.",p6,https://tilingsearch.mit.edu/HTML/data149/F242E.html,set1,contents/data149/F242E.svg
NEW94,html/data149/NEW94.html,contents/data149/NEW94.pdf,"Two Polygons, PP Class 140, [p6m,d6,d1], IH Class 32.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW94.html,set3,contents/data149/NEW94.svg
NEWF,html/data149/NEWF.html,contents/data149/NEWF.pdf,"Two Polygons, PP Class 73, [p4g,d2,c1], IH Class 56.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEWF.html,set2,contents/data149/NEWF.svg
NEW82,html/data149/NEW82.html,contents/data149/NEW82.pdf,"Two Polygons, PP Class 119, [p6m,d2,d1], IH Class 40.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW82.html,set2,contents/data149/NEW82.svg
NEW41,html/data149/NEW41.html,contents/data149/NEW41.pdf,"Two Polygons, PP Class 55, [p3m1,d3,d1], IH Class 35.",p3m1,https://tilingsearch.mit.edu/HTML/data149/NEW41.html,set3,contents/data149/NEW41.svg
NEW16,html/data149/NEW16.html,contents/data149/NEW16.pdf,"Two Polygons, PP Class 1, [cmm,d2,c1], IH Class 54.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW16.html,set2,contents/data149/NEW16.svg
B15,html/data149/B15.html,contents/data149/B15.pdf,"Two Polygons, PP Class 147, [p6m,d6,d3], IH Class 93.",p6m,https://tilingsearch.mit.edu/HTML/data149/B15.html,set1,contents/data149/B15.svg
NEWP1,html/data149/NEWP1.html,contents/data149/NEWP1.pdf,"Two Polygons, PP Class 131, [p6m,d3,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEWP1.html,set2,contents/data149/NEWP1.svg
B03,html/data149/B03.html,contents/data149/B03.pdf,"Two Polygons, PP Class 39, [p3lm,c3,c1], IH Class 30.",p31m,https://tilingsearch.mit.edu/HTML/data149/B03.html,set1,contents/data149/B03.svg
NEW57,html/data149/NEW57.html,contents/data149/NEW57.pdf,"Two Polygons, PP Class 63, [p4,c4,c1], IH Class 79.",p4,https://tilingsearch.mit.edu/HTML/data149/NEW57.html,set2,contents/data149/NEW57.svg
NEWS,html/data149/NEWS.html,contents/data149/NEWS.pdf,"Two Polygons, PP Class 48, [p31m,d3,c1], IH Class 30.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEWS.html,set2,contents/data149/NEWS.svg
NEW78,html/data149/NEW78.html,contents/data149/NEW78.pdf,"Two Polygons, PP Class 114, [p6m,d2,c1], IH Class 77.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW78.html,set3,contents/data149/NEW78.svg
NEW97,html/data149/NEW97.html,contents/data149/NEW97.pdf,"Two Polygons, PP Class 142, [p6m,d6,d1], IH Class 40.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW97.html,set2,contents/data149/NEW97.svg
NEWE,html/data149/NEWE.html,contents/data149/NEWE.pdf,"Two Polygons, PP Class 66, [p4g,c4,c1], IH Class 56.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEWE.html,set3,contents/data149/NEWE.svg
NEW81,html/data149/NEW81.html,contents/data149/NEW81.pdf,"Two Polygons, PP Class 118, [p6m,d2,d1], IH Class 40.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW81.html,set3,contents/data149/NEW81.svg
NEW39,html/data149/NEW39.html,contents/data149/NEW39.pdf,"Two Polygons, PP Class 94, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW39.html,set2,contents/data149/NEW39.svg
NEW42,html/data149/NEW42.html,contents/data149/NEW42.pdf,"Two Polygons, PP Class 54, [p3m1,d3,d1], IH Class 35.",p3m1,https://tilingsearch.mit.edu/HTML/data149/NEW42.html,set2,contents/data149/NEW42.svg
NEW15,html/data149/NEW15.html,contents/data149/NEW15.pdf,"Two Polygons, PP Class 12, [cmm,d2,d1], IH Class 26.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW15.html,set3,contents/data149/NEW15.svg
B16,html/data149/B16.html,contents/data149/B16.pdf,"Two Polygons, PP Class 34, [p3,c3,c1], IH Class 7.",p3,https://tilingsearch.mit.edu/HTML/data149/B16.html,set1,contents/data149/B16.svg
NEWP2,html/data149/NEWP2.html,contents/data149/NEWP2.pdf,"Two Polygons, PP Class 127, [p6m,d3,d1], IH Class 32.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEWP2.html,set3,contents/data149/NEWP2.svg
NEW54,html/data149/NEW54.html,contents/data149/NEW54.pdf,"Two Polygons, PP Class 8, [cmm,d2,c2], IH Class 60.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW54.html,set3,contents/data149/NEW54.svg
B20,html/data149/B20.html,contents/data149/B20.pdf,"Two Polygons, PP Class 146, [p6m,d6,d2], IH Class 37.",p6m,https://tilingsearch.mit.edu/HTML/data149/B20.html,set1,contents/data149/B20.svg
NEW23,html/data149/NEW23.html,contents/data149/NEW23.pdf,"Two Polygons, PP Class 28, [pmm,d2,d1], IH Class 65.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW23.html,set2,contents/data149/NEW23.svg
NEWI,html/data149/NEWI.html,contents/data149/NEWI.pdf,"Two Polygons, PP Class 79, [p4m,d2,c1], IH Class 80.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEWI.html,set3,contents/data149/NEWI.svg
NEW74,html/data149/NEW74.html,contents/data149/NEW74.pdf,"Two Polygons, PP Class 37, [p3,c3,c1], IH Class 33.",p3,https://tilingsearch.mit.edu/HTML/data149/NEW74.html,set3,contents/data149/NEW74.svg
NEW2,html/data149/NEW2.html,contents/data149/NEW2.pdf,"Two Polygons, PP Class 20, [cmm,d2,d2], IH Class 17.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW2.html,set2,contents/data149/NEW2.svg
NEW62,html/data149/NEW62.html,contents/data149/NEW62.pdf,"Two Polygons, PP Class 77, [p4g,d2,d1], IH Class 29.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEW62.html,set2,contents/data149/NEW62.svg
NEW35,html/data149/NEW35.html,contents/data149/NEW35.pdf,"Two Polygons, PP Class 92, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW35.html,set2,contents/data149/NEW35.svg
NEW19,html/data149/NEW19.html,contents/data149/NEW19.pdf,"Two Polygons, PP Class 16, [cmm,d2,d1], IH Class 67.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW19.html,set3,contents/data149/NEW19.svg
F242F,html/data149/F242F.html,contents/data149/F242F.pdf,"Two Polygons, PP Class 104, [p6,c3,c6], IH Class 11.",p6,https://tilingsearch.mit.edu/HTML/data149/F242F.html,set1,contents/data149/F242F.svg
F135,html/data149/F135.html,contents/data149/F135.pdf,"Two Polygons, PP Class 110, [p6,c6,c2], IH Class 34.",p6,https://tilingsearch.mit.edu/HTML/data149/F135.html,set1,contents/data149/F135.svg
NEW58,html/data149/NEW58.html,contents/data149/NEW58.pdf,"Two Polygons, PP Class 67, [p4g,c4,c1], IH Class 56.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEW58.html,set3,contents/data149/NEW58.svg
NEW59,html/data149/NEW59.html,contents/data149/NEW59.pdf,"Two Polygons, PP Class 68, [p4g,c4,c1], IH Class 81.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEW59.html,set2,contents/data149/NEW59.svg
G8,html/data149/G8.html,contents/data149/G8.pdf,"Two Polygons, PP Class 71, [p4g,c4,d1], IH Class 71.",p4g,https://tilingsearch.mit.edu/HTML/data149/G8.html,set2,contents/data149/G8.svg
RS1,html/data149/RS1.html,contents/data149/RS1.pdf,Judge Institute of Management Studies,p6,https://tilingsearch.mit.edu/HTML/data149/RS1.html,set3,contents/data149/RS1.svg
CM006A,html/data149/CM006A.html,contents/data149/CM006A.pdf,"Two Polygons, PP Class 27, [pmm,d2,d1], IH Class 65.",pmm,https://tilingsearch.mit.edu/HTML/data149/CM006A.html,set1,contents/data149/CM006A.svg
NEW18,html/data149/NEW18.html,contents/data149/NEW18.pdf,"Two Polygons, PP Class 15, [cmm,d2,d1], IH Class 67.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW18.html,set2,contents/data149/NEW18.svg
NEW34,html/data149/NEW34.html,contents/data149/NEW34.pdf,"Two Polygons, PP Class 84, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW34.html,set3,contents/data149/NEW34.svg
NEW75,html/data149/NEW75.html,contents/data149/NEW75.pdf,"Two Polygons, PP Class 109, [p6,c6,c1], IH Class 88.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW75.html,set2,contents/data149/NEW75.svg
NEW3,html/data149/NEW3.html,contents/data149/NEW3.pdf,"Two Polygons, PP Class 122, [p6m,d2,d3], IH Class 93.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW3.html,set2,contents/data149/NEW3.svg
NEWH,html/data149/NEWH.html,contents/data149/NEWH.pdf,"Two Polygons, PP Class 78, [p4g,d2,d1], IH Class 29.",p4g,https://tilingsearch.mit.edu/HTML/data149/NEWH.html,set2,contents/data149/NEWH.svg
NEW22,html/data149/NEW22.html,contents/data149/NEW22.pdf,"Roman mosaic, Sainte-Colombe",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW22.html,set3,contents/data149/NEW22.svg
L3010,html/data149/L3010.html,contents/data149/L3010.pdf,"Two Polygons, PP Class 64, [p4,c4,c2], IH Class 61.",p4,https://tilingsearch.mit.edu/HTML/data149/L3010.html,set3,contents/data149/L3010.svg
NEWQ,html/data149/NEWQ.html,contents/data149/NEWQ.pdf,"Two Polygons, PP Class 134, [p6m,d3,d2], IH Class 37.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEWQ.html,set2,contents/data149/NEWQ.svg
NEW55,html/data149/NEW55.html,contents/data149/NEW55.pdf,"Two Polygons, PP Class 61, [p4,c4,c1], IH Class 55.",p4,https://tilingsearch.mit.edu/HTML/data149/NEW55.html,set2,contents/data149/NEW55.svg
B01,html/data149/B01.html,contents/data149/B01.pdf,"Two Polygons, PP Class 60, [p4,c4,c1], IH Class 28.",p4,https://tilingsearch.mit.edu/HTML/data149/B01.html,set1,contents/data149/B01.svg
B17,html/data149/B17.html,contents/data149/B17.pdf,"Two Polygons, PP Class 32, [pmm,d2,d2], IH Class 72.",pmm,https://tilingsearch.mit.edu/HTML/data149/B17.html,set1,contents/data149/B17.svg
NEW14,html/data149/NEW14.html,contents/data149/NEW14.pdf,"Two Polygons, PP Class 11, [cmm,d2,d1], IH Class 26.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW14.html,set2,contents/data149/NEW14.svg
NEW43,html/data149/NEW43.html,contents/data149/NEW43.pdf,"Two Polygons, PP Class 41, [p31m,c3,c1], IH Class 38.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEW43.html,set3,contents/data149/NEW43.svg
NEW38,html/data149/NEW38.html,contents/data149/NEW38.pdf,"Two Polygons, PP Class 93, [p4m,d4,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW38.html,set3,contents/data149/NEW38.svg
NEW80,html/data149/NEW80.html,contents/data149/NEW80.pdf,"Two Polygons, PP Class 117, [p6m,d2,d1], IH Class 32.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW80.html,set2,contents/data149/NEW80.svg
NEWD,html/data149/NEWD.html,contents/data149/NEWD.pdf,"Two Polygons, PP Class 53, [p3ml,d3,c1], IH Class 87.",p3m1,https://tilingsearch.mit.edu/HTML/data149/NEWD.html,set2,contents/data149/NEWD.svg
NEW79,html/data149/NEW79.html,contents/data149/NEW79.pdf,"Two Polygons, PP Class 116, [p6m,d2,d1], IH Class 32.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW79.html,set2,contents/data149/NEW79.svg
NEW96,html/data149/NEW96.html,contents/data149/NEW96.pdf,"Two Polygons, PP Class 141, [p6m,d6,d1], IH Class 40.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW96.html,set3,contents/data149/NEW96.svg
NEW25,html/data149/NEW25.html,contents/data149/NEW25.pdf,"Two Polygons, PP Class 29, [pmm,d2,d1], IH Class 65.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW25.html,set2,contents/data149/NEW25.svg
NEW72,html/data149/NEW72.html,contents/data149/NEW72.pdf,"Two Polygons, PP Class 107, [p6,c6,c1], IH Class 31.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW72.html,set3,contents/data149/NEW72.svg
NEW4,html/data149/NEW4.html,contents/data149/NEW4.pdf,"Two Polygons, PP Class 65, [p4,c4,c4], IH Class 62.",p4,https://tilingsearch.mit.edu/HTML/data149/NEW4.html,set3,contents/data149/NEW4.svg
NEW33,html/data149/NEW33.html,contents/data149/NEW33.pdf,"Two Polygons, PP Class 96, [p4m,d4,d2], IH Class 75.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW33.html,set2,contents/data149/NEW33.svg
NEW48,html/data149/NEW48.html,contents/data149/NEW48.pdf,"Two Polygons, PP Class 50, [p31m,d3,d1], IH Class 16.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEW48.html,set2,contents/data149/NEW48.svg
NEW29,html/data149/NEW29.html,contents/data149/NEW29.pdf,"Two Polygons, PP Class 23, [pmm,d2,c1], IH Class 48.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW29.html,set2,contents/data149/NEW29.svg
NEW8,html/data149/NEW8.html,contents/data149/NEW8.pdf,"Two Polygons, PP Class 86, [p4m,d4,c1], IH Class 80.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW8.html,set3,contents/data149/NEW8.svg
NEW91,html/data149/NEW91.html,contents/data149/NEW91.pdf,"Two Polygons, PP Class 133, [p6m,d3,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW91.html,set2,contents/data149/NEW91.svg
NEWC,html/data149/NEWC.html,contents/data149/NEWC.pdf,"Two Polygons, PP Class 49, [p3lm,d3,c3], IH Class 89.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEWC.html,set3,contents/data149/NEWC.svg
NEW68,html/data149/NEW68.html,contents/data149/NEW68.pdf,"Two Polygons, PP Class 100, [p6,c3,c1], IH Class 31.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW68.html,set2,contents/data149/NEW68.svg
NEW87,html/data149/NEW87.html,contents/data149/NEW87.pdf,"Two Polygons, PP Class 128, [p6m,d3,d1], IH Class 32.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW87.html,set3,contents/data149/NEW87.svg
L4212,html/data149/L4212.html,contents/data149/L4212.pdf,"Two Polygons, PP Class 103, [p6,c3,c2], IH Class 34.",p6,https://tilingsearch.mit.edu/HTML/data149/L4212.html,set2,contents/data149/L4212.svg
NEW44,html/data149/NEW44.html,contents/data149/NEW44.pdf,"Two Polygons, PP Class 40, [p31m,c3,c1], IH Class 30.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEW44.html,set2,contents/data149/NEW44.svg
NEWJ2,html/data149/NEWJ2.html,contents/data149/NEWJ2.pdf,"Two Polygons, PP Class 83, [p4m,d2,d1], IH Class 82.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEWJ2.html,set3,contents/data149/NEWJ2.svg
NEW13,html/data149/NEW13.html,contents/data149/NEW13.pdf,"Two Polygons, PP Class 14, [cmm,d2,d1], IH Class 26.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW13.html,set3,contents/data149/NEW13.svg
B10,html/data149/B10.html,contents/data149/B10.pdf,"Two Polygons, PP Class 103, [p6,c3,c2], IH Class 34.",p6,https://tilingsearch.mit.edu/HTML/data149/B10.html,set1,contents/data149/B10.svg
B06,html/data149/B06.html,contents/data149/B06.pdf,"Two Polygons, PP Class 111, [p6,c6,c3], IH Class 90.",p6,https://tilingsearch.mit.edu/HTML/data149/B06.html,set1,contents/data149/B06.svg
NEW52,html/data149/NEW52.html,contents/data149/NEW52.pdf,"Two Polygons, PP Class 3, [cmm,d2,c1], IH Class 54.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW52.html,set3,contents/data149/NEW52.svg
NEWV,html/data149/NEWV.html,contents/data149/NEWV.pdf,"Two Polygons, PP Class 80, [p4m,d2,c1], IH Class 80.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEWV.html,set2,contents/data149/NEWV.svg
NEW53,html/data149/NEW53.html,contents/data149/NEW53.pdf,"Two Polygons, PP Class 4, [cmm,d2,c1], IH Class 54.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW53.html,set2,contents/data149/NEW53.svg
B07,html/data149/B07.html,contents/data149/B07.pdf,"Two Polygons, PP Class 90, [p4m,d4,d1], IH Class 70.",p4m,https://tilingsearch.mit.edu/HTML/data149/B07.html,set1,contents/data149/B07.svg
B11,html/data149/B11.html,contents/data149/B11.pdf,"Two Polygons, PP Class 104, [p6,c3,c6], IH Class 11.",p6,https://tilingsearch.mit.edu/HTML/data149/B11.html,set1,contents/data149/B11.svg
NEW12,html/data149/NEW12.html,contents/data149/NEW12.pdf,"Two Polygons, PP Class 9, [cmm,d2,d1], IH Class 26.",cmm,https://tilingsearch.mit.edu/HTML/data149/NEW12.html,set2,contents/data149/NEW12.svg
W39,html/data149/W39.html,contents/data149/W39.pdf,"Brass casket, V and A",p6,https://tilingsearch.mit.edu/HTML/data149/W39.html,set2,contents/data149/W39.svg
NEW45,html/data149/NEW45.html,contents/data149/NEW45.pdf,"Two Polygons, PP Class 36, [p3,c3,c1], IH Class 33.",p3,https://tilingsearch.mit.edu/HTML/data149/NEW45.html,set3,contents/data149/NEW45.svg
NEW69,html/data149/NEW69.html,contents/data149/NEW69.pdf,"Two Polygons, PP Class 101, [p6,c3,c1], IH Class 31.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW69.html,set3,contents/data149/NEW69.svg
NEW86,html/data149/NEW86.html,contents/data149/NEW86.pdf,"Two Polygons, PP Class 126, [p6m,d2,c1], IH Class 77.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW86.html,set2,contents/data149/NEW86.svg
NEWB,html/data149/NEWB.html,contents/data149/NEWB.pdf,"Two Polygons, PP Class 47, [p3lm,d3,c1], IH Class 30.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEWB.html,set2,contents/data149/NEWB.svg
NEW9,html/data149/NEW9.html,contents/data149/NEW9.pdf,"Two Polygons, PP Class 131, [p6m,d3,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW9.html,set2,contents/data149/NEW9.svg
NEW90,html/data149/NEW90.html,contents/data149/NEW90.pdf,"Two Polygons, PP Class 132, [p6m,d3,d1], IH Class 92.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEW90.html,set3,contents/data149/NEW90.svg
NEW28,html/data149/NEW28.html,contents/data149/NEW28.pdf,"Two Polygons, PP Class 24, [pmm,d2,d1], IH Class 65.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW28.html,set3,contents/data149/NEW28.svg
NEW49,html/data149/NEW49.html,contents/data149/NEW49.pdf,"Two Polygons, PP Class 42, [p31m,d3,d1], IH Class 16.",p31m,https://tilingsearch.mit.edu/HTML/data149/NEW49.html,set3,contents/data149/NEW49.svg
NEW32,html/data149/NEW32.html,contents/data149/NEW32.pdf,"Two Polygons, PP Class 89, [p4m,d4,d1], IH Class 70.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW32.html,set3,contents/data149/NEW32.svg
NEW65,html/data149/NEW65.html,contents/data149/NEW65.pdf,"Two Polygons, PP Class 82, [p4m,c4,c1], IH Class 70.",p4m,https://tilingsearch.mit.edu/HTML/data149/NEW65.html,set3,contents/data149/NEW65.svg
NEW73,html/data149/NEW73.html,contents/data149/NEW73.pdf,"Two Polygons, PP Class 108, [p6,c6,c1], IH Class 31.",p6,https://tilingsearch.mit.edu/HTML/data149/NEW73.html,set2,contents/data149/NEW73.svg
NEW5,html/data149/NEW5.html,contents/data149/NEW5.pdf,"Two Polygons, PP Class 22, [pmm,d2,c1], IH Class 48.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW5.html,set2,contents/data149/NEW5.svg
NEWN,html/data149/NEWN.html,contents/data149/NEWN.pdf,"Two Polygons, PP Class 125, [p6m,d3,c1], IH Class 77.",p6m,https://tilingsearch.mit.edu/HTML/data149/NEWN.html,set3,contents/data149/NEWN.svg
NEW24,html/data149/NEW24.html,contents/data149/NEW24.pdf,"Two Polygons, PP Class 30, [pmm,d2,d2], IH Class 72.",pmm,https://tilingsearch.mit.edu/HTML/data149/NEW24.html,set3,contents/data149/NEW24.svg
HALL1,html/data182/HALL1.html,contents/data182/HALL1.pdf,Penmaenuchaf Hall Hotel,p4m,https://tilingsearch.mit.edu/HTML/data182/HALL1.html,set2,contents/data182/HALL1.svg
AL10,html/data182/AL10.html,contents/data182/AL10.pdf,"Aksaray, Great Mosque",p6m,https://tilingsearch.mit.edu/HTML/data182/AL10.html,set1,contents/data182/AL10.svg
PIXTR,html/data182/PIXTR.html,contents/data182/PIXTR.pdf,"Bourgoin, Plate IX (top right)",cmm,https://tilingsearch.mit.edu/HTML/data182/PIXTR.html,set3,contents/data182/PIXTR.svg
B152,html/data182/B152.html,contents/data182/B152.pdf,"Bourgoin, Plate 152",p4m,https://tilingsearch.mit.edu/HTML/data182/B152.html,set1,contents/data182/B152.svg
B105,html/data182/B105.html,contents/data182/B105.pdf,"Bourgoin, Plate 105",p6m,https://tilingsearch.mit.edu/HTML/data182/B105.html,set1,contents/data182/B105.svg
F1121,html/data182/F1121.html,contents/data182/F1121.pdf,In Islamic style,cmm,https://tilingsearch.mit.edu/HTML/data182/F1121.html,set1,contents/data182/F1121.svg
IRA1529,html/data182/IRA1529.html,contents/data182/IRA1529.pdf,"Masjid-e-Sayyed, Isfahan",pmm,https://tilingsearch.mit.edu/HTML/data182/IRA1529.html,set3,contents/data182/IRA1529.svg
